movie_title,title_year,movie_imdb_link,actor_1_name,actor_1_facebook_likes,movie_actor_index
28 Days Later...,2002.0,http://www.imdb.com/title/tt0289043/?ref_=fn_tt_tt_1,Noah Huntley,133.0,1
28 Weeks Later,2007.0,http://www.imdb.com/title/tt0463854/?ref_=fn_tt_tt_1,Jeremy Renner,10000.0,1
2:13,2009.0,http://www.imdb.com/title/tt1002561/?ref_=fn_tt_tt_1,Teri Polo,708.0,1
3,2010.0,http://www.imdb.com/title/tt1517177/?ref_=fn_tt_tt_1,Devid Striesow,24.0,1
3 Backyards,2010.0,http://www.imdb.com/title/tt1314190/?ref_=fn_tt_tt_1,Embeth Davidtz,795.0,1
3 Days to Kill,2014.0,http://www.imdb.com/title/tt2172934/?ref_=fn_tt_tt_1,Connie Nielsen,933.0,1
3 Men and a Baby,1987.0,http://www.imdb.com/title/tt0094137/?ref_=fn_tt_tt_1,Tom Selleck,19000.0,1
3 Ninjas Kick Back,1994.0,http://www.imdb.com/title/tt0109015/?ref_=fn_tt_tt_1,Victor Wong,400.0,1
3 Strikes,2000.0,http://www.imdb.com/title/tt0199290/?ref_=fn_tt_tt_1,Mo'Nique,939.0,1
30 Days of Night,2007.0,http://www.imdb.com/title/tt0389722/?ref_=fn_tt_tt_1,Danny Huston,430.0,1
30 Minutes or Less,2011.0,http://www.imdb.com/title/tt1622547/?ref_=fn_tt_tt_1,Bianca Kajlich,731.0,1
30 Nights of Paranormal Activity with the Devil Inside the Girl with the Dragon Tattoo,2013.0,http://www.imdb.com/title/tt2417650/?ref_=fn_tt_tt_1,French Stewart,319.0,1
300,2006.0,http://www.imdb.com/title/tt0416449/?ref_=fn_tt_tt_1,Gerard Butler,18000.0,1
3000 Miles to Graceland,2001.0,http://www.imdb.com/title/tt0233142/?ref_=fn_tt_tt_1,Jon Lovitz,11000.0,1
300: Rise of an Empire,2014.0,http://www.imdb.com/title/tt1253863/?ref_=fn_tt_tt_1,Eva Green,6000.0,1
3:10 to Yuma,2007.0,http://www.imdb.com/title/tt0381849/?ref_=fn_tt_tt_1,Christian Bale,23000.0,1
3rd Rock from the Sun,,http://www.imdb.com/title/tt0115082/?ref_=fn_tt_tt_1,Joseph Gordon-Levitt,23000.0,1
"4 Months, 3 Weeks and 2 Days",2007.0,http://www.imdb.com/title/tt1032846/?ref_=fn_tt_tt_1,Anamaria Marinca,131.0,1
40 Days and 40 Nights,2002.0,http://www.imdb.com/title/tt0243736/?ref_=fn_tt_tt_1,Emmanuelle Vaugier,1000.0,1
42,2013.0,http://www.imdb.com/title/tt0453562/?ref_=fn_tt_tt_1,Harrison Ford,11000.0,1
42nd Street,1933.0,http://www.imdb.com/title/tt0024034/?ref_=fn_tt_tt_1,Ginger Rogers,610.0,1
47 Ronin,2013.0,http://www.imdb.com/title/tt1335975/?ref_=fn_tt_tt_1,Keanu Reeves,18000.0,1
5 Days of War,2011.0,http://www.imdb.com/title/tt1486193/?ref_=fn_tt_tt_1,Richard Coyle,567.0,1
50 First Dates,2004.0,http://www.imdb.com/title/tt0343660/?ref_=fn_tt_tt_1,Adam Sandler,11000.0,1
50/50,2011.0,http://www.imdb.com/title/tt1306980/?ref_=fn_tt_tt_1,Joseph Gordon-Levitt,23000.0,1
500 Days of Summer,2009.0,http://www.imdb.com/title/tt1022603/?ref_=fn_tt_tt_1,Joseph Gordon-Levitt,23000.0,1
51 Birch Street,2005.0,http://www.imdb.com/title/tt0468442/?ref_=fn_tt_tt_1,Carol Block,0.0,1
54,1998.0,http://www.imdb.com/title/tt0120577/?ref_=fn_tt_tt_1,Salma Hayek,4000.0,1
55 Days at Peking,1963.0,http://www.imdb.com/title/tt0056800/?ref_=fn_tt_tt_1,Ava Gardner,715.0,1
8 Days,2014.0,http://www.imdb.com/title/tt3111864/?ref_=fn_tt_tt_1,Nicole Smolen,210.0,1
8 Heads in a Duffel Bag,1997.0,http://www.imdb.com/title/tt0118541/?ref_=fn_tt_tt_1,Kristy Swanson,578.0,1
8 Mile,2002.0,http://www.imdb.com/title/tt0298203/?ref_=fn_tt_tt_1,Mekhi Phifer,1000.0,1
8 Women,2002.0,http://www.imdb.com/title/tt0283832/?ref_=fn_tt_tt_1,Catherine Deneuve,963.0,1
88 Minutes,2007.0,http://www.imdb.com/title/tt0411061/?ref_=fn_tt_tt_1,Al Pacino,14000.0,1
8: The Mormon Proposition,2010.0,http://www.imdb.com/title/tt1484522/?ref_=fn_tt_tt_1,Dustin Lance Black,191.0,1
8MM,1999.0,http://www.imdb.com/title/tt0134273/?ref_=fn_tt_tt_1,Nicolas Cage,12000.0,1
9,2009.0,http://www.imdb.com/title/tt0472033/?ref_=fn_tt_tt_1,Martin Landau,940.0,1
90 Minutes in Heaven,2015.0,http://www.imdb.com/title/tt4337690/?ref_=fn_tt_tt_1,Hayden Christensen,4000.0,1
9½ Weeks,1986.0,http://www.imdb.com/title/tt0091635/?ref_=fn_tt_tt_1,David Margulies,567.0,1
A Beautiful Mind,2001.0,http://www.imdb.com/title/tt0268978/?ref_=fn_tt_tt_1,Adam Goldberg,1000.0,1
A Beginner's Guide to Snuff,2016.0,http://www.imdb.com/title/tt4058122/?ref_=fn_tt_tt_1,Kimberley Crossman,467.0,1
A Better Life,2011.0,http://www.imdb.com/title/tt1554091/?ref_=fn_tt_tt_1,Demián Bichir,749.0,1
A Bridge Too Far,1977.0,http://www.imdb.com/title/tt0075784/?ref_=fn_tt_tt_1,Ryan O'Neal,385.0,1
A Bug's Life,1998.0,http://www.imdb.com/title/tt0120623/?ref_=fn_tt_tt_1,Kevin Spacey,18000.0,1
A Charlie Brown Christmas,1965.0,http://www.imdb.com/title/tt0059026/?ref_=fn_tt_tt_1,Peter Robbins,39.0,1
A Christmas Carol,2009.0,http://www.imdb.com/title/tt1067106/?ref_=fn_tt_tt_1,Robin Wright,18000.0,1
A Christmas Story,1983.0,http://www.imdb.com/title/tt0085334/?ref_=fn_tt_tt_1,Zack Ward,662.0,1
A Cinderella Story,2004.0,http://www.imdb.com/title/tt0356470/?ref_=fn_tt_tt_1,Dan Byrd,1000.0,1
A Civil Action,1998.0,http://www.imdb.com/title/tt0120633/?ref_=fn_tt_tt_1,Robert Duvall,3000.0,1
A Dangerous Method,2011.0,http://www.imdb.com/title/tt1571222/?ref_=fn_tt_tt_1,Michael Fassbender,13000.0,1
A Dog of Flanders,1999.0,http://www.imdb.com/title/tt0160216/?ref_=fn_tt_tt_1,Bruce McGill,655.0,1
A Dog's Breakfast,2007.0,http://www.imdb.com/title/tt0796314/?ref_=fn_tt_tt_1,Christopher Judge,847.0,1
A Farewell to Arms,1932.0,http://www.imdb.com/title/tt0022879/?ref_=fn_tt_tt_1,Gary Cooper,998.0,1
A Few Good Men,1992.0,http://www.imdb.com/title/tt0104257/?ref_=fn_tt_tt_1,Tom Cruise,10000.0,1
A Fine Step,2014.0,http://www.imdb.com/title/tt1604100/?ref_=fn_tt_tt_1,Justin Baldoni,657.0,1
A Fistful of Dollars,1964.0,http://www.imdb.com/title/tt0058461/?ref_=fn_tt_tt_1,Clint Eastwood,16000.0,1
A Funny Thing Happened on the Way to the Forum,1966.0,http://www.imdb.com/title/tt0060438/?ref_=fn_tt_tt_1,Buster Keaton,907.0,1
A Good Day to Die Hard,2013.0,http://www.imdb.com/title/tt1606378/?ref_=fn_tt_tt_1,Bruce Willis,13000.0,1
A Good Year,2006.0,http://www.imdb.com/title/tt0401445/?ref_=fn_tt_tt_1,Archie Panjabi,883.0,1
A Guy Named Joe,1943.0,http://www.imdb.com/title/tt0035959/?ref_=fn_tt_tt_1,Spencer Tracy,760.0,1
A Guy Thing,2003.0,http://www.imdb.com/title/tt0295289/?ref_=fn_tt_tt_1,Thomas Lennon,651.0,1
A Hard Day's Night,1964.0,http://www.imdb.com/title/tt0058182/?ref_=fn_tt_tt_1,Paul McCartney,785.0,1
A Haunted House,2013.0,http://www.imdb.com/title/tt2243537/?ref_=fn_tt_tt_1,Essence Atkins,713.0,1
A Haunted House 2,2014.0,http://www.imdb.com/title/tt2828996/?ref_=fn_tt_tt_1,Ashley Rickards,986.0,1
A History of Violence,2005.0,http://www.imdb.com/title/tt0399146/?ref_=fn_tt_tt_1,Viggo Mortensen,10000.0,1
A Home at the End of the World,2004.0,http://www.imdb.com/title/tt0359423/?ref_=fn_tt_tt_1,Robin Wright,18000.0,1
A Knight's Tale,2001.0,http://www.imdb.com/title/tt0183790/?ref_=fn_tt_tt_1,Heath Ledger,13000.0,1
A League of Their Own,1992.0,http://www.imdb.com/title/tt0104694/?ref_=fn_tt_tt_1,Tom Hanks,15000.0,1
A Lego Brickumentary,2014.0,http://www.imdb.com/title/tt3214286/?ref_=fn_tt_tt_1,G.W. Krauss,20.0,1
A Lonely Place to Die,2011.0,http://www.imdb.com/title/tt1422136/?ref_=fn_tt_tt_1,Ed Speleers,762.0,1
A Lot Like Love,2005.0,http://www.imdb.com/title/tt0391304/?ref_=fn_tt_tt_1,Aimee Garcia,618.0,1
A Low Down Dirty Shame,1994.0,http://www.imdb.com/title/tt0110399/?ref_=fn_tt_tt_1,Jada Pinkett Smith,851.0,1
A Madea Christmas,2013.0,http://www.imdb.com/title/tt2609758/?ref_=fn_tt_tt_1,Alicia Witt,975.0,1
A Man Apart,2003.0,http://www.imdb.com/title/tt0266465/?ref_=fn_tt_tt_1,Vin Diesel,14000.0,1
A Man for All Seasons,1966.0,http://www.imdb.com/title/tt0060665/?ref_=fn_tt_tt_1,Robert Shaw,559.0,1
A Mighty Heart,2007.0,http://www.imdb.com/title/tt0829459/?ref_=fn_tt_tt_1,Angelina Jolie Pitt,11000.0,1
A Mighty Wind,2003.0,http://www.imdb.com/title/tt0310281/?ref_=fn_tt_tt_1,Michael McKean,658.0,1
A Million Ways to Die in the West,2014.0,http://www.imdb.com/title/tt2557490/?ref_=fn_tt_tt_1,Liam Neeson,14000.0,1
A Monster in Paris,2011.0,http://www.imdb.com/title/tt0961097/?ref_=fn_tt_tt_1,Adam Goldberg,1000.0,1
A Most Violent Year,2014.0,http://www.imdb.com/title/tt2937898/?ref_=fn_tt_tt_1,David Oyelowo,1000.0,1
A Most Wanted Man,2014.0,http://www.imdb.com/title/tt1972571/?ref_=fn_tt_tt_1,Philip Seymour Hoffman,22000.0,1
A Night at the Roxbury,1998.0,http://www.imdb.com/title/tt0120770/?ref_=fn_tt_tt_1,Will Ferrell,8000.0,1
A Nightmare on Elm Street,1984.0,http://www.imdb.com/title/tt0087800/?ref_=fn_tt_tt_1,Johnny Depp,40000.0,1
A Nightmare on Elm Street 2: Freddy's Revenge,1985.0,http://www.imdb.com/title/tt0089686/?ref_=fn_tt_tt_1,Clu Gulager,426.0,1
A Nightmare on Elm Street 3: Dream Warriors,1987.0,http://www.imdb.com/title/tt0093629/?ref_=fn_tt_tt_1,John Saxon,506.0,1
A Nightmare on Elm Street 4: The Dream Master,1988.0,http://www.imdb.com/title/tt0095742/?ref_=fn_tt_tt_1,Tuesday Knight,130.0,1
A Nightmare on Elm Street 5: The Dream Child,1989.0,http://www.imdb.com/title/tt0097981/?ref_=fn_tt_tt_1,Lisa Wilcox,321.0,1
A Passage to India,1984.0,http://www.imdb.com/title/tt0087892/?ref_=fn_tt_tt_1,Richard Wilson,358.0,1
A Perfect Getaway,2009.0,http://www.imdb.com/title/tt0971209/?ref_=fn_tt_tt_1,Chris Hemsworth,26000.0,1
A Perfect Plan,2012.0,http://www.imdb.com/title/tt1986843/?ref_=fn_tt_tt_1,Dany Boon,172.0,1
A Plague So Pleasant,2013.0,http://www.imdb.com/title/tt2107644/?ref_=fn_tt_tt_1,Eva Boehnke,0.0,1
A Prairie Home Companion,2006.0,http://www.imdb.com/title/tt0420087/?ref_=fn_tt_tt_1,Meryl Streep,11000.0,1
A Room for Romeo Brass,1999.0,http://www.imdb.com/title/tt0202559/?ref_=fn_tt_tt_1,Bob Hoskins,5000.0,1
A Room with a View,1985.0,http://www.imdb.com/title/tt0091867/?ref_=fn_tt_tt_1,Julian Sands,687.0,1
A Scanner Darkly,2006.0,http://www.imdb.com/title/tt0405296/?ref_=fn_tt_tt_1,Robert Downey Jr.,21000.0,1
A Separation,2011.0,http://www.imdb.com/title/tt1832382/?ref_=fn_tt_tt_1,Shahab Hosseini,786.0,1
A Serious Man,2009.0,http://www.imdb.com/title/tt1019452/?ref_=fn_tt_tt_1,Michael Stuhlbarg,816.0,1
A Shine of Rainbows,2009.0,http://www.imdb.com/title/tt1014774/?ref_=fn_tt_tt_1,Connie Nielsen,933.0,1
A Simple Plan,1998.0,http://www.imdb.com/title/tt0120324/?ref_=fn_tt_tt_1,Gary Cole,989.0,1
A Simple Wish,1997.0,http://www.imdb.com/title/tt0120133/?ref_=fn_tt_tt_1,Mara Wilson,1000.0,1
A Single Man,2009.0,http://www.imdb.com/title/tt1315981/?ref_=fn_tt_tt_1,Colin Firth,14000.0,1
A Sound of Thunder,2005.0,http://www.imdb.com/title/tt0318081/?ref_=fn_tt_tt_1,David Oyelowo,1000.0,1
A Streetcar Named Desire,1951.0,http://www.imdb.com/title/tt0044081/?ref_=fn_tt_tt_1,Marlon Brando,10000.0,1
A Tale of Three Cities,2015.0,http://www.imdb.com/title/tt3682770/?ref_=fn_tt_tt_1,Wei Tang,215.0,1
A Thin Line Between Love and Hate,1996.0,http://www.imdb.com/title/tt0117891/?ref_=fn_tt_tt_1,Faizon Love,585.0,1
A Thousand Words,2012.0,http://www.imdb.com/title/tt0763831/?ref_=fn_tt_tt_1,John Gatins,61.0,1
A Time to Kill,1996.0,http://www.imdb.com/title/tt0117913/?ref_=fn_tt_tt_1,Kevin Spacey,18000.0,1
A Touch of Frost,,http://www.imdb.com/title/tt0108967/?ref_=fn_tt_tt_1,David Jason,325.0,1
A True Story,2013.0,http://www.imdb.com/title/tt1524083/?ref_=fn_tt_tt_1,Katrina Bowden,948.0,1
A Turtle's Tale: Sammy's Adventures,2010.0,http://www.imdb.com/title/tt1230204/?ref_=fn_tt_tt_1,Ed Begley Jr.,783.0,1
A Very Harold & Kumar 3D Christmas,2011.0,http://www.imdb.com/title/tt1268799/?ref_=fn_tt_tt_1,Patton Oswalt,786.0,1
A Very Long Engagement,2004.0,http://www.imdb.com/title/tt0344510/?ref_=fn_tt_tt_1,Denis Lavant,226.0,1
A View to a Kill,1985.0,http://www.imdb.com/title/tt0090264/?ref_=fn_tt_tt_1,Patrick Macnee,1000.0,1
A Walk Among the Tombstones,2014.0,http://www.imdb.com/title/tt0365907/?ref_=fn_tt_tt_1,Liam Neeson,14000.0,1
A Walk on the Moon,1999.0,http://www.imdb.com/title/tt0120613/?ref_=fn_tt_tt_1,Viggo Mortensen,10000.0,1
A Walk to Remember,2002.0,http://www.imdb.com/title/tt0281358/?ref_=fn_tt_tt_1,Lauren German,683.0,1
A Warrior's Tail,2015.0,http://www.imdb.com/title/tt4075322/?ref_=fn_tt_tt_1,Konstantin Khabenskiy,114.0,1
"A Woman, a Gun and a Noodle Shop",2009.0,http://www.imdb.com/title/tt1428556/?ref_=fn_tt_tt_1,Honglei Sun,9.0,1
A.I. Artificial Intelligence,2001.0,http://www.imdb.com/title/tt0212720/?ref_=fn_tt_tt_1,Haley Joel Osment,3000.0,1
ABCD (Any Body Can Dance),2013.0,http://www.imdb.com/title/tt2321163/?ref_=fn_tt_tt_1,Lauren Gottlieb,733.0,1
ATL,2006.0,http://www.imdb.com/title/tt0466856/?ref_=fn_tt_tt_1,T.I.,680.0,1
AVP: Alien vs. Predator,2004.0,http://www.imdb.com/title/tt0370263/?ref_=fn_tt_tt_1,Sanaa Lathan,886.0,1
AWOL-72,2015.0,http://www.imdb.com/title/tt2048865/?ref_=fn_tt_tt_1,Bokeem Woodbine,904.0,1
Abandon,2002.0,http://www.imdb.com/title/tt0267248/?ref_=fn_tt_tt_1,Charlie Hunnam,16000.0,1
Abandoned,2015.0,http://www.imdb.com/title/tt4519006/?ref_=fn_tt_tt_1,Siobhan Marshall,42.0,1
Abduction,2011.0,http://www.imdb.com/title/tt1600195/?ref_=fn_tt_tt_1,Ken Arnold,327.0,1
Aberdeen,2000.0,http://www.imdb.com/title/tt0168446/?ref_=fn_tt_tt_1,Charlotte Rampling,844.0,1
About Last Night,2014.0,http://www.imdb.com/title/tt1826590/?ref_=fn_tt_tt_1,Joe Lo Truglio,833.0,1
About Schmidt,2002.0,http://www.imdb.com/title/tt0257360/?ref_=fn_tt_tt_1,Hope Davis,442.0,1
About Time,2013.0,http://www.imdb.com/title/tt2194499/?ref_=fn_tt_tt_1,Tom Hughes,565.0,1
About a Boy,2002.0,http://www.imdb.com/title/tt0276751/?ref_=fn_tt_tt_1,Sharon Small,66.0,1
Abraham Lincoln: Vampire Hunter,2012.0,http://www.imdb.com/title/tt1611224/?ref_=fn_tt_tt_1,Rufus Sewell,3000.0,1
Absentia,2011.0,http://www.imdb.com/title/tt1610996/?ref_=fn_tt_tt_1,Justin Gordon,35.0,1
Absolute Power,1997.0,http://www.imdb.com/title/tt0118548/?ref_=fn_tt_tt_1,Clint Eastwood,16000.0,1
Accidental Love,2015.0,http://www.imdb.com/title/tt1137470/?ref_=fn_tt_tt_1,Jake Gyllenhaal,15000.0,1
Ace Ventura: Pet Detective,1994.0,http://www.imdb.com/title/tt0109040/?ref_=fn_tt_tt_1,Sean Young,759.0,1
Ace Ventura: When Nature Calls,1995.0,http://www.imdb.com/title/tt0112281/?ref_=fn_tt_tt_1,Bruce Spence,531.0,1
Across the Universe,2007.0,http://www.imdb.com/title/tt0445922/?ref_=fn_tt_tt_1,Jim Sturgess,5000.0,1
Act of Valor,2012.0,http://www.imdb.com/title/tt1591479/?ref_=fn_tt_tt_1,Alex Veadov,93.0,1
Action Jackson,1988.0,http://www.imdb.com/title/tt0094612/?ref_=fn_tt_tt_1,Bill Duke,1000.0,1
Adam,2009.0,http://www.imdb.com/title/tt1185836/?ref_=fn_tt_tt_1,Peter Gallagher,828.0,1
Adam Resurrected,2008.0,http://www.imdb.com/title/tt0479341/?ref_=fn_tt_tt_1,Veronica Ferres,30000.0,1
Adaptation.,2002.0,http://www.imdb.com/title/tt0268126/?ref_=fn_tt_tt_1,Nicolas Cage,12000.0,1
Addicted,2014.0,http://www.imdb.com/title/tt2205401/?ref_=fn_tt_tt_1,Boris Kodjoe,1000.0,1
Admission,2013.0,http://www.imdb.com/title/tt1814621/?ref_=fn_tt_tt_1,Tina Fey,2000.0,1
Adore,2013.0,http://www.imdb.com/title/tt2103267/?ref_=fn_tt_tt_1,Robin Wright,18000.0,1
Adulterers,2015.0,http://www.imdb.com/title/tt4044464/?ref_=fn_tt_tt_1,Mehcad Brooks,696.0,1
Adventureland,2009.0,http://www.imdb.com/title/tt1091722/?ref_=fn_tt_tt_1,Kristen Stewart,17000.0,1
After,2012.0,http://www.imdb.com/title/tt1799508/?ref_=fn_tt_tt_1,Sandra Ellis Lafferty,523.0,1
After Earth,2013.0,http://www.imdb.com/title/tt1815862/?ref_=fn_tt_tt_1,Will Smith,10000.0,1
After the Sunset,2004.0,http://www.imdb.com/title/tt0367479/?ref_=fn_tt_tt_1,Salma Hayek,4000.0,1
After.Life,2009.0,http://www.imdb.com/title/tt0838247/?ref_=fn_tt_tt_1,Liam Neeson,14000.0,1
Against the Ropes,2004.0,http://www.imdb.com/title/tt0312329/?ref_=fn_tt_tt_1,Omar Epps,865.0,1
Against the Wild,2013.0,http://www.imdb.com/title/tt2475846/?ref_=fn_tt_tt_1,Natasha Henstridge,900.0,1
Agent Cody Banks,2003.0,http://www.imdb.com/title/tt0313911/?ref_=fn_tt_tt_1,Daniel Roebuck,1000.0,1
Agent Cody Banks 2: Destination London,2004.0,http://www.imdb.com/title/tt0358349/?ref_=fn_tt_tt_1,Daniel Roebuck,1000.0,1
Agora,2009.0,http://www.imdb.com/title/tt1186830/?ref_=fn_tt_tt_1,Max Minghella,614.0,1
Aimee & Jaguar,1999.0,http://www.imdb.com/title/tt0130444/?ref_=fn_tt_tt_1,Heike Makatsch,177.0,1
Air Bud,1997.0,http://www.imdb.com/title/tt0118570/?ref_=fn_tt_tt_1,Kevin Zegers,2000.0,1
Air Force One,1997.0,http://www.imdb.com/title/tt0118571/?ref_=fn_tt_tt_1,Harrison Ford,11000.0,1
Airborne,1993.0,http://www.imdb.com/title/tt0106233/?ref_=fn_tt_tt_1,Alanna Ubach,584.0,1
Airlift,2016.0,http://www.imdb.com/title/tt4387040/?ref_=fn_tt_tt_1,Nimrat Kaur,85.0,1
Airplane!,1980.0,http://www.imdb.com/title/tt0080339/?ref_=fn_tt_tt_1,Peter Graves,628.0,1
Ajami,2009.0,http://www.imdb.com/title/tt1077262/?ref_=fn_tt_tt_1,Shahir Kabaha,20.0,1
Akeelah and the Bee,2006.0,http://www.imdb.com/title/tt0437800/?ref_=fn_tt_tt_1,Curtis Armstrong,876.0,1
Akira,1988.0,http://www.imdb.com/title/tt0094625/?ref_=fn_tt_tt_1,Mitsuo Iwata,6.0,1
Aladdin,1992.0,http://www.imdb.com/title/tt0103639/?ref_=fn_tt_tt_1,Robin Williams,49000.0,1
Albert Nobbs,2011.0,http://www.imdb.com/title/tt1602098/?ref_=fn_tt_tt_1,Mia Wasikowska,3000.0,1
Albino Alligator,1996.0,http://www.imdb.com/title/tt0115495/?ref_=fn_tt_tt_1,Viggo Mortensen,10000.0,1
Alex & Emma,2003.0,http://www.imdb.com/title/tt0318283/?ref_=fn_tt_tt_1,David Paymer,372.0,1
Alex Cross,2012.0,http://www.imdb.com/title/tt1712170/?ref_=fn_tt_tt_1,Cicely Tyson,907.0,1
Alex Rider: Operation Stormbreaker,2006.0,http://www.imdb.com/title/tt0457495/?ref_=fn_tt_tt_1,Alex Pettyfer,15000.0,1
Alexander,2004.0,http://www.imdb.com/title/tt0346491/?ref_=fn_tt_tt_1,Anthony Hopkins,12000.0,1
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",2014.0,http://www.imdb.com/title/tt1698641/?ref_=fn_tt_tt_1,Bella Thorne,35000.0,1
Alexander's Ragtime Band,1938.0,http://www.imdb.com/title/tt0029852/?ref_=fn_tt_tt_1,Tyrone Power,480.0,1
Alfie,2004.0,http://www.imdb.com/title/tt0375173/?ref_=fn_tt_tt_1,Omar Epps,865.0,1
Ali,2001.0,http://www.imdb.com/title/tt0248667/?ref_=fn_tt_tt_1,Will Smith,10000.0,1
