movie_title,actor_1_name,actor_1_facebook_likes
A Fine Step,Justin Baldoni,657.0
A Fistful of Dollars,Clint Eastwood,16000.0
A Funny Thing Happened on the Way to the Forum,Buster Keaton,907.0
A Good Day to Die Hard,Bruce Willis,13000.0
A Good Year,Archie Panjabi,883.0
A Guy Named Joe,Spencer Tracy,760.0
A Guy Thing,Thomas Lennon,651.0
A Hard Day's Night,Paul McCartney,785.0
A Haunted House,Essence Atkins,713.0
A Haunted House 2,Ashley Rickards,986.0
A History of Violence,Viggo Mortensen,10000.0
A Home at the End of the World,Robin Wright,18000.0
A Knight's Tale,Heath Ledger,13000.0
A League of Their Own,Tom Hanks,15000.0
A Lego Brickumentary,G.W. Krauss,20.0
A Lonely Place to Die,Ed Speleers,762.0
A Lot Like Love,Aimee Garcia,618.0
A Low Down Dirty Shame,Jada Pinkett Smith,851.0
A Madea Christmas,Alicia Witt,975.0
A Man Apart,Vin Diesel,14000.0
A Man for All Seasons,Robert Shaw,559.0
A Mighty Heart,Angelina Jolie Pitt,11000.0
A Mighty Wind,Michael McKean,658.0
A Million Ways to Die in the West,Liam Neeson,14000.0
A Monster in Paris,Adam Goldberg,1000.0
A Most Violent Year,David Oyelowo,1000.0
A Most Wanted Man,Philip Seymour Hoffman,22000.0
A Night at the Roxbury,Will Ferrell,8000.0
A Nightmare on Elm Street,Johnny Depp,40000.0
A Nightmare on Elm Street 2: Freddy's Revenge,Clu Gulager,426.0
A Nightmare on Elm Street 3: Dream Warriors,John Saxon,506.0
A Nightmare on Elm Street 4: The Dream Master,Tuesday Knight,130.0
A Nightmare on Elm Street 5: The Dream Child,Lisa Wilcox,321.0
A Passage to India,Richard Wilson,358.0
A Perfect Getaway,Chris Hemsworth,26000.0
A Perfect Plan,Dany Boon,172.0
A Plague So Pleasant,Eva Boehnke,0.0
A Prairie Home Companion,Meryl Streep,11000.0
A Room for Romeo Brass,Bob Hoskins,5000.0
A Room with a View,Julian Sands,687.0
A Scanner Darkly,Robert Downey Jr.,21000.0
A Separation,Shahab Hosseini,786.0
A Serious Man,Michael Stuhlbarg,816.0
A Shine of Rainbows,Connie Nielsen,933.0
A Simple Plan,Gary Cole,989.0
A Simple Wish,Mara Wilson,1000.0
A Single Man,Colin Firth,14000.0
A Sound of Thunder,David Oyelowo,1000.0
A Streetcar Named Desire,Marlon Brando,10000.0
A Tale of Three Cities,Wei Tang,215.0
A Thin Line Between Love and Hate,Faizon Love,585.0
A Thousand Words,John Gatins,61.0
A Time to Kill,Kevin Spacey,18000.0
A Touch of Frost,David Jason,325.0
A True Story,Katrina Bowden,948.0
A Turtle's Tale: Sammy's Adventures,Ed Begley Jr.,783.0
A Very Harold & Kumar 3D Christmas,Patton Oswalt,786.0
A Very Long Engagement,Denis Lavant,226.0
A View to a Kill,Patrick Macnee,1000.0
A Walk Among the Tombstones,Liam Neeson,14000.0
A Walk on the Moon,Viggo Mortensen,10000.0
A Walk to Remember,Lauren German,683.0
A Warrior's Tail,Konstantin Khabenskiy,114.0
"A Woman, a Gun and a Noodle Shop",Honglei Sun,9.0
A.I. Artificial Intelligence,Haley Joel Osment,3000.0
ABCD (Any Body Can Dance),Lauren Gottlieb,733.0
ATL,T.I.,680.0
AVP: Alien vs. Predator,Sanaa Lathan,886.0
AWOL-72,Bokeem Woodbine,904.0
Abandon,Charlie Hunnam,16000.0
Abandoned,Siobhan Marshall,42.0
Abduction,Ken Arnold,327.0
Aberdeen,Charlotte Rampling,844.0
About Last Night,Joe Lo Truglio,833.0
About Schmidt,Hope Davis,442.0
About Time,Tom Hughes,565.0
About a Boy,Sharon Small,66.0
Abraham Lincoln: Vampire Hunter,Rufus Sewell,3000.0
Absentia,Justin Gordon,35.0
Absolute Power,Clint Eastwood,16000.0
Accidental Love,Jake Gyllenhaal,15000.0
Ace Ventura: Pet Detective,Sean Young,759.0
Ace Ventura: When Nature Calls,Bruce Spence,531.0
Across the Universe,Jim Sturgess,5000.0
Act of Valor,Alex Veadov,93.0
Action Jackson,Bill Duke,1000.0
Adam,Peter Gallagher,828.0
Adam Resurrected,Veronica Ferres,30000.0
Adaptation.,Nicolas Cage,12000.0
Addicted,Boris Kodjoe,1000.0
Admission,Tina Fey,2000.0
Adore,Robin Wright,18000.0
Adulterers,Mehcad Brooks,696.0
Adventureland,Kristen Stewart,17000.0
After,Sandra Ellis Lafferty,523.0
After Earth,Will Smith,10000.0
After the Sunset,Salma Hayek,4000.0
After.Life,Liam Neeson,14000.0
Against the Ropes,Omar Epps,865.0
Against the Wild,Natasha Henstridge,900.0
Agent Cody Banks,Daniel Roebuck,1000.0
Agent Cody Banks 2: Destination London,Daniel Roebuck,1000.0
Agora,Max Minghella,614.0
Aimee & Jaguar,Heike Makatsch,177.0
Air Bud,Kevin Zegers,2000.0
Air Force One,Harrison Ford,11000.0
Airborne,Alanna Ubach,584.0
Airlift,Nimrat Kaur,85.0
Airplane!,Peter Graves,628.0
Ajami,Shahir Kabaha,20.0
Akeelah and the Bee,Curtis Armstrong,876.0
Akira,Mitsuo Iwata,6.0
Aladdin,Robin Williams,49000.0
Albert Nobbs,Mia Wasikowska,3000.0
Albino Alligator,Viggo Mortensen,10000.0
Alex & Emma,David Paymer,372.0
Alex Cross,Cicely Tyson,907.0
Alex Rider: Operation Stormbreaker,Alex Pettyfer,15000.0
Alexander,Anthony Hopkins,12000.0
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",Bella Thorne,35000.0
Alexander's Ragtime Band,Tyrone Power,480.0
Alfie,Omar Epps,865.0
Ali,Will Smith,10000.0
Alias Betty,Sandrine Kiberlain,71.0
Alice Through the Looking Glass,Johnny Depp,40000.0
Alice in Wonderland,Johnny Depp,40000.0
Alien,Tom Skerritt,1000.0
Alien 3,Charles S. Dutton,534.0
Alien Uprising,Julian Glover,844.0
Alien Zone,Bernard Fox,246.0
Alien: Resurrection,Gary Dourdan,1000.0
Aliens,Michael Biehn,2000.0
Aliens in the Attic,Malese Jow,1000.0
Aliens vs. Predator: Requiem,Sam Trammell,1000.0
Alive,Illeana Douglas,344.0
All About Steve,Bradley Cooper,14000.0
All About the Benjamins,Mike Epps,706.0
All Good Things,Ryan Gosling,33000.0
All Hat,Keith Carradine,584.0
All Is Bright,Sally Hawkins,594.0
All Is Lost,Robert Redford,0.0
All Superheroes Must Die,Sean Whalen,407.0
All That Jazz,Roy Scheider,813.0
All or Nothing,Lesley Manville,149.0
All the Boys Love Mandy Lane,Luke Grimes,935.0
All the King's Men,Kate Winslet,14000.0
All the Pretty Horses,Matt Damon,13000.0
All the Queen's Men,Eddie Izzard,776.0
All the Real Girls,Zooey Deschanel,11000.0
Allegiant,Naomi Watts,6000.0
Alleluia! The Devil's Carnival,Paul Sorvino,636.0
Almost Famous,Philip Seymour Hoffman,22000.0
Aloft,Ian Tracey,144.0
Aloha,Emma Stone,15000.0
Alone in the Dark,Catherine Lough Haggquist,310.0
Alone with Her,Jordana Spiro,262.0
Along Came Polly,Philip Seymour Hoffman,22000.0
Along Came a Spider,Morgan Freeman,11000.0
Along the Roadside,Matthew Emerick,431.0
Alpha and Omega,Kevin Sussman,681.0
Alpha and Omega 4: The Legend of the Saw Toothed Cave,Debi Derryberry,122.0
Alvin and the Chipmunks,Jesse McCartney,1000.0
Alvin and the Chipmunks: Chipwrecked,Amy Poehler,1000.0
Alvin and the Chipmunks: The Road Chip,Bella Thorne,35000.0
Alvin and the Chipmunks: The Squeakquel,Amy Poehler,1000.0
Always Woodstock,Ryan Guzman,3000.0
Amadeus,Jeffrey Jones,692.0
Amen.,Sebastian Koch,380.0
America Is Still the Place,Emma Caulfield,970.0
America's Sweethearts,Julia Roberts,8000.0
American Beauty,Kevin Spacey,18000.0
American Desi,Purva Bedi,250.0
American Dreamz,Judy Greer,2000.0
American Gangster,Denzel Washington,18000.0
American Graffiti,Harrison Ford,11000.0
American Heist,Hayden Christensen,4000.0
American Hero,Eddie Griffin,489.0
American History X,Ethan Suplee,1000.0
American Hustle,Jennifer Lawrence,34000.0
American Ninja 2: The Confrontation,Michael Dudikoff,615.0
American Outlaws,Gregory Smith,694.0
American Pie,Alyson Hannigan,3000.0
American Pie 2,Alyson Hannigan,3000.0
American Psycho,Christian Bale,23000.0
American Reunion,Alyson Hannigan,3000.0
American Sniper,Bradley Cooper,14000.0
American Splendor,Josh Hutcherson,14000.0
American Wedding,Alyson Hannigan,3000.0
Amidst the Devil's Wings,Keri Maletto,569.0
Amigo,Brian Lee Franklin,38.0
Amistad,Anthony Hopkins,12000.0
Amnesiac,Olivia Rose Keegan,216.0
Among Giants,Rachel Griffiths,578.0
Amores Perros,Adriana Barraza,85.0
Amour,Isabelle Huppert,678.0
Amélie,Mathieu Kassovitz,326.0
An Alan Smithee Film: Burn Hollywood Burn,Eric Idle,795.0
An American Carol,Chriss Anglin,885.0
An American Girl Holiday,Mia Farrow,563.0
An American Haunting,Sissy Spacek,874.0
An American in Hollywood,J.D. Williams,196.0
An Education,Dominic Cooper,3000.0
An Everlasting Piece,Anna Friel,736.0
An Ideal Husband,Minnie Driver,893.0
An Inconvenient Truth,Billy West,861.0
An Unfinished Life,Morgan Freeman,11000.0
Anaconda,Frank Welker,2000.0
Anacondas: The Hunt for the Blood Orchid,Nicholas Gonzalez,601.0
Analyze That,Robert De Niro,22000.0
Analyze This,Robert De Niro,22000.0
Anastasia,Kirsten Dunst,4000.0
Anatomy,Benno Fürmann,127.0
Anchorman 2: The Legend Continues,Harrison Ford,11000.0
Anchorman: The Legend of Ron Burgundy,Darcy Donavan,640000.0
And So It Goes,Yaya DaCosta,712.0
And Then Came Love,Vanessa Williams,1000.0
Anderson's Cross,Taran Killam,500.0
Angel Eyes,Sonia Braga,308.0
Angela's Ashes,Emily Watson,876.0
Angels & Demons,Tom Hanks,15000.0
Anger Management,Barry Corbin,883.0
Animal House,John Belushi,1000.0
Animal Kingdom,Dorian Missick,1000.0
Animal Kingdom: Let's go Ape,Jamel Debbouze,326.0
Animals,Kim Shaw,934.0
Animals United,Jim Broadbent,1000.0
Anna Karenina,Kelly Macdonald,2000.0
Anna and the King,Bai Ling,582.0
Annabelle,Alfre Woodard,1000.0
Anne of Green Gables,Zack Ward,662.0
Annie,Quvenzhané Wallis,2000.0
Annie Get Your Gun,Keenan Wynn,277.0
Annie Hall,Woody Allen,11000.0
Anomalisa,Jennifer Jason Leigh,1000.0
Anonymous,Vanessa Redgrave,898.0
Another Earth,Robin Lord Taylor,574.0
Another Happy Day,George Kennedy,3000.0
Another Year,Jim Broadbent,1000.0
Ant-Man,Judy Greer,2000.0
Antarctic Edge: 70° South,Naderev Sano,0.0
Antarctica: A Year on Ice,Josh Swanson,53.0
Antibirth,Natasha Lyonne,1000.0
Antitrust,Tyler Labine,779.0
Antiviral,Sarah Gadon,691.0
Antwone Fisher,Denzel Washington,18000.0
Antz,Sylvester Stallone,13000.0
Any Given Sunday,Al Pacino,14000.0
Anything Else,Woody Allen,11000.0
Anywhere But Here,Natalie Portman,20000.0
Apocalypse Now,Harrison Ford,11000.0
Apocalypto,Rudy Youngblood,708.0
Apollo 13,Tom Hanks,15000.0
Apollo 18,Warren Christie,520.0
Appaloosa,Viggo Mortensen,10000.0
April Fool's Day,Thomas F. Wilson,690.0
Aqua Teen Hunger Force Colon Movie Film for Theaters,Tina Fey,2000.0
Aquamarine,Tammin Sursok,836.0
Arachnophobia,Julian Sands,687.0
Ararat,David Alpay,232.0
Arbitrage,Nate Parker,664.0
Archaeology of a Woman,Sally Kirkland,433.0
Are We There Yet?,Nia Long,826.0
Area 51,Glenn Campbell,46.0
Argo,Clea DuVall,1000.0
Arlington Road,Jeff Bridges,12000.0
Armageddon,Bruce Willis,13000.0
Armored,Andrew Fiscella,137000.0
Army of Darkness,Patricia Tallman,901.0
Arn: The Knight Templar,Gustaf Skarsgård,908.0
Arnolds Park,Kendyl Joi,23.0
Around the World in 80 Days,Jim Broadbent,1000.0
Aroused,Lisa Ann,502.0
Arthur,Bruce Dinsmore,51.0
Arthur Christmas,Jim Broadbent,1000.0
Arthur and the Invisibles,Mia Farrow,563.0
"As Above, So Below",Ben Feldman,1000.0
As Good as It Gets,Lupe Ontiveros,625.0
As It Is in Heaven,Michael Nyqvist,690.0
Ask Me Anything,Kimberly Williams-Paisley,529.0
Assassins,Muse Watson,45000.0
Assault on Precinct 13,Brian Dennehy,954.0
Asterix at the Olympic Games,Alain Delon,936.0
Astro Boy,Nicolas Cage,12000.0
At First Sight,Mira Sorvino,978.0
Atlantis: The Lost Empire,Leonard Nimoy,12000.0
Atlas Shrugged II: The Strike,Robert Picardo,823.0
Atlas Shrugged: Who Is John Galt?,Joaquim de Almeida,578.0
Atonement,Benedict Cumberbatch,19000.0
Attack the Block,John Boyega,1000.0
August,Murray Bartlett,141.0
August Rush,Robin Williams,49000.0
August: Osage County,Benedict Cumberbatch,19000.0
Austin Powers in Goldmember,Verne Troyer,645.0
Austin Powers: International Man of Mystery,Will Ferrell,8000.0
Austin Powers: The Spy Who Shagged Me,Muse Watson,45000.0
Australia,Essie Davis,309.0
Auto Focus,Ed Begley Jr.,783.0
Automata,Birgitte Hjort Sørensen,1000.0
Autumn in New York,J.K. Simmons,24000.0
Avatar,CCH Pounder,1000.0
Avengers: Age of Ultron,Chris Hemsworth,26000.0
Awake,Hayden Christensen,4000.0
Away We Go,Catherine O'Hara,925.0
Ayurveda: Art of Being,,
B-Girl,Aimee Garcia,618.0
Baahubali: The Beginning,Tamannaah Bhatia,218.0
Babe,Miriam Margolyes,405.0
Babe: Pig in the City,Adam Goldberg,1000.0
Babel,Brad Pitt,11000.0
Baby Boy,Mo'Nique,939.0
Baby Geniuses,Kathleen Turner,899.0
Baby Mama,Tina Fey,2000.0
Baby's Day Out,Joe Mantegna,1000.0
Babylon A.D.,Vin Diesel,14000.0
Bachelorette,Kirsten Dunst,4000.0
Back to the Future,Lea Thompson,1000.0
Back to the Future Part II,Lea Thompson,1000.0
Back to the Future Part III,Lea Thompson,1000.0
Bad Boys,Will Smith,10000.0
Bad Boys II,Will Smith,10000.0
Bad Company,Anthony Hopkins,12000.0
Bad Grandpa,Jackson Nicoll,925.0
Bad Lieutenant: Port of Call New Orleans,Nicolas Cage,12000.0
Bad Moms,Mila Kunis,15000.0
Bad Santa,Bernie Mac,1000.0
Bad Teacher,Justin Timberlake,3000.0
Bad Words,Beth Grant,628.0
Baggage Claim,Djimon Hounsou,3000.0
Baghead,Greta Gerwig,962.0
Bait,Alex Russell,465.0
Ballistic: Ecks vs. Sever,Talisa Soto,349.0
Bambi,Sam Edwards,16.0
Bamboozled,Gillian White,1000.0
Bananas,Woody Allen,11000.0
Bandidas,Salma Hayek,4000.0
Bandits,Bruce Willis,13000.0
Bandslam,Scott Porter,690.0
Bang,Peter Greene,789.0
Bang Bang Baby,Boyd Banks,57.0
Bangkok Dangerous,Nicolas Cage,12000.0
Banshee Chapter,Monique Candelaria,696.0
Barbarella,Jane Fonda,949.0
Barbecue,Lambert Wilson,186.0
Barbershop,Sean Patrick Thomas,656.0
Barbershop 2: Back in Business,Harry Lennix,748.0
Barfi,Bhama,5.0
Barney's Great Adventure,Trevor Morgan,595.0
Barney's Version,Mark Addy,891.0
Barnyard,Rob Paulsen,677.0
Barry Lyndon,Ryan O'Neal,385.0
Barry Munday,Judy Greer,2000.0
Basic,Connie Nielsen,933.0
Basic Instinct 2,Charlotte Rampling,844.0
Basquiat,Gary Oldman,10000.0
Bathing Beauty,Esther Williams,675.0
Bathory: Countess of Blood,Anna Friel,735.0
Batman,Michael Gough,920.0
Batman & Robin,Michael Gough,920.0
Batman Begins,Christian Bale,23000.0
Batman Forever,Michael Gough,920.0
Batman Returns,Michael Gough,920.0
Batman v Superman: Dawn of Justice,Henry Cavill,15000.0
"Batman: The Dark Knight Returns, Part 2",Michael Emerson,2000.0
Batman: The Movie,Burgess Meredith,1000.0
Bats,Leon,730.0
Battle Los Angeles,Noel Fisher,833.0
Battle for the Planet of the Apes,Roddy McDowall,595.0
Battle of the Year,Chris Brown,997.0
Battlefield Earth,Richard Tyson,743.0
Battleship,Liam Neeson,14000.0
Be Cool,Dwayne Johnson,12000.0
Be Kind Rewind,Quinton Aaron,734.0
Beastly,Alex Pettyfer,15000.0
Beastmaster 2: Through the Portal of Time,Michael Berryman,721.0
Beasts of the Southern Wild,Quvenzhané Wallis,2000.0
Beautiful Creatures,Alden Ehrenreich,1000.0
Beauty Shop,Alfre Woodard,1000.0
Beavis and Butt-Head Do America,Bruce Willis,13000.0
Because I Said So,Colin Ferguson,747.0
Because of Winn-Dixie,Cicely Tyson,907.0
Becoming Jane,Anne Hathaway,11000.0
Bedazzled,Brendan Fraser,3000.0
Bedtime Stories,Adam Sandler,11000.0
Bee Movie,Matthew Broderick,2000.0
Beer League,Joe Lo Truglio,833.0
Beerfest,Chris Moss,33000.0
Beetlejuice,Catherine O'Hara,925.0
Before I Go to Sleep,Colin Firth,14000.0
Before Midnight,Seamus Davey-Fitzpatrick,140.0
Before Sunrise,Hanno Pöschl,15.0
Before Sunset,Vernon Dobtcheff,50.0
Begin Again,James Corden,480.0
Beginners,Goran Visnjic,1000.0
Behind Enemy Lines,Joaquim de Almeida,578.0
Being John Malkovich,Willie Garson,512.0
Being Julia,Miriam Margolyes,405.0
Bella,Armando Riesco,625.0
Beloved,Oprah Winfrey,852.0
Below Zero,Michael Berryman,721.0
Ben-Hur,Morgan Freeman,11000.0
Bend It Like Beckham,Archie Panjabi,883.0
Bending Steel,Chris 'Wonder' Schoeck,0.0
Beneath Hill 60,Harrison Gilbertson,174.0
Beneath the Planet of the Apes,Linda Harrison,220.0
Benji,Frances Bavier,407.0
Beowulf,Robin Wright,18000.0
Bernie,Matthew McConaughey,11000.0
Best in Show,John Michael Higgins,957.0
Better Luck Tomorrow,Parry Shen,94.0
Beverly Hills Chihuahua,Jamie Lee Curtis,2000.0
Beverly Hills Cop,Judge Reinhold,901.0
Beverly Hills Cop II,Dean Stockwell,936.0
Beverly Hills Cop III,Louis Lombardi,437.0
Bewitched,Elizabeth Montgomery,1000.0
Beyond Borders,Angelina Jolie Pitt,11000.0
Beyond the Black Rainbow,Chris Gauthier,434.0
Beyond the Lights,Minnie Driver,893.0
Beyond the Mat,Terry Funk,54.0
Beyond the Sea,Kevin Spacey,18000.0
Beyond the Valley of the Dolls,Charles Napier,503.0
Bicentennial Man,Robin Williams,49000.0
Big,Tom Hanks,15000.0
Big Daddy,Steve Buscemi,12000.0
Big Eyes,Christoph Waltz,11000.0
Big Fat Liar,Frankie Muniz,934.0
Big Fish,Steve Buscemi,12000.0
Big Hero 6,Damon Wayans Jr.,756.0
Big Miracle,Ted Danson,875.0
Big Momma's House,Nia Long,826.0
Big Momma's House 2,Chloë Grace Moretz,17000.0
"Big Mommas: Like Father, Like Son",Brandon T. Jackson,918.0
Big Trouble,Zooey Deschanel,11000.0
Big Trouble in Little China,Victor Wong,400.0
Bill & Ted's Bogus Journey,Keanu Reeves,18000.0
Bill & Ted's Excellent Adventure,Keanu Reeves,18000.0
Billy Elliot,Julie Walters,838.0
Birdman or (The Unexpected Virtue of Ignorance),Emma Stone,15000.0
Birth,Cameron Bright,829.0
Birthday Girl,Mark Gatiss,567.0
Biutiful,Maricel Álvarez,30.0
Bizarre,Rumi Missabu,19.0
Black Book,Michiel Huisman,2000.0
Black Christmas,Oliver Hudson,607.0
Black Hawk Down,Ioan Gruffudd,2000.0
Black Knight,Tom Wilkinson,1000.0
Black Mass,Johnny Depp,40000.0
Black Nativity,Jennifer Hudson,549.0
Black November,Akon,262.0
Black Rain,Stephen Root,939.0
Black Rock,Katie Aselton,224.0
Black Snake Moan,Justin Timberlake,3000.0
Black Swan,Natalie Portman,20000.0
Black Water Transit,Bill Cobbs,970.0
Black or White,Jennifer Ehle,1000.0
Blackhat,Chris Hemsworth,26000.0
Blackthorn,Sam Shepard,820.0
Blade,Sanaa Lathan,886.0
Blade II,Norman Reedus,12000.0
Blade Runner,Harrison Ford,11000.0
Blade: Trinity,Ryan Reynolds,16000.0
Blades of Glory,Will Ferrell,8000.0
Blast from the Past,Brendan Fraser,3000.0
Blazing Saddles,Madeline Kahn,1000.0
Bled,Dichen Lachman,717.0
Bleeding Hearts,Seregon O'Dassey,498.0
Blended,Bella Thorne,35000.0
Bless the Child,Rufus Sewell,3000.0
Blindness,Don McKellar,45.0
Blonde Ambition,Drew Fuller,906.0
Blood Diamond,Leonardo DiCaprio,29000.0
Blood Done Sign My Name,Ricky Schroder,665.0
"Blood In, Blood Out",Delroy Lindo,848.0
Blood Ties,Mila Kunis,15000.0
Blood Work,Clint Eastwood,16000.0
Blood and Chocolate,Olivier Martinez,837.0
Blood and Wine,Harold Perrineau,1000.0
BloodRayne,Meat Loaf,783.0
Bloodsport,Bolo Yeung,633.0
Bloody Sunday,James Nesbitt,773.0
Blow,Johnny Depp,40000.0
Blow Out,Nancy Allen,517.0
Blue Car,Frances Fisher,638.0
Blue Crush,Faizon Love,585.0
Blue Jasmine,Sally Hawkins,594.0
Blue Like Jazz,Jason Marsden,1000.0
Blue Ruin,Devin Ratray,1000.0
Blue Streak,Peter Greene,789.0
Blue Valentine,Ryan Gosling,33000.0
Boat Trip,Vivica A. Fox,890.0
Bobby,Anthony Hopkins,12000.0
Bobby Jones: Stroke of Genius,Aidan Quinn,767.0
Body Double,Melanie Griffith,537.0
Body of Lies,Leonardo DiCaprio,29000.0
Bodyguards and Assassins,Bingbing Fan,556.0
Bogus,Haley Joel Osment,3000.0
Boiler Room,Vin Diesel,14000.0
Bolt,Chloë Grace Moretz,17000.0
Bon Cop Bad Cop,Colm Feore,539.0
Bon voyage,Isabelle Adjani,572.0
Bones,Michaela Conlin,1000.0
Boogeyman,Barry Watson,526.0
Boogie Nights,Don Cheadle,3000.0
Book of Shadows: Blair Witch 2,Kim Director,193.0
Boom Town,Hedy Lamarr,1000.0
Boomerang,John Witherspoon,723.0
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,Luenell,332.0
Born of War,James Frain,1000.0
Born on the Fourth of July,Tom Cruise,10000.0
Born to Fly: Elizabeth Streb vs. Gravity,Elizabeth Streb,0.0
Bottle Rocket,Andrew Wilson,387.0
Bottle Shock,Alan Rickman,25000.0
Bound,Christopher Meloni,3000.0
Bowfinger,Robert Downey Jr.,21000.0
Bowling for Columbine,Michael Moore,909.0
Boyhood,Ellar Coltrane,230.0
Boynton Beach Club,Dyan Cannon,267.0
Boys Don't Cry,Alicia Goranson,173.0
Boys and Girls,Alyson Hannigan,3000.0
Boyz n the Hood,John Cothran,27.0
BrainDead,Danny Pino,786.0
Bram Stoker's Dracula,Keanu Reeves,18000.0
Bran Nue Dae,Deborah Mailman,46.0
Brave,Kelly Macdonald,2000.0
Brave New Girl,Virginia Madsen,912.0
Braveheart,Mhairi Calvey,906.0
Brazil,Robert De Niro,22000.0
Breakdown,Kathleen Quinlan,551.0
Breakfast of Champions,Bruce Willis,13000.0
Breakin' All the Rules,Jennifer Esposito,911.0
Breaking Upwards,Zoe Lister-Jones,331.0
Brick Lane,Satish Kaushik,56.0
Brick Mansions,Paul Walker,23000.0
Bride & Prejudice,Indira Varma,729.0
Bride Wars,Anne Hathaway,11000.0
Bride of Chucky,Alexis Arquette,285.0
Bridesmaids,Matt Lucas,722.0
Bridge of Spies,Tom Hanks,15000.0
Bridge to Terabithia,Josh Hutcherson,14000.0
Bridget Jones's Diary,Colin Firth,14000.0
Bridget Jones: The Edge of Reason,Colin Firth,14000.0
Brigham City,Wilford Brimley,957.0
